,Unnamed: 0,antecedents,consequents,support,confidence,lift
14,14,"[""'Kay Beauty Creme Blush'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
15,15,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Creme Blush'""]",0.1951219512195122,1.0,2.5625
16,16,"[""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Creme Blush'""]",0.1707317073170731,1.0,2.5625
17,17,"[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Hd Liquid Concealer'""]","[""'Kay Beauty Matte Compact'""]",0.1951219512195122,1.0,1.9523809523809523
18,18,"['""L\'Oreal Paris Infallible Pro-Spray & Set Makeup Extender""', ""'Kay Beauty Creme Blush'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
19,19,"[""'Kay Beauty Matte Compact'"", '""L\'Oreal Paris Infallible Ultra Matte Liquid Les Macarons Lipstick""']","[""'Kay Beauty Creme Blush'""]",0.1951219512195122,1.0,2.5625
20,20,"['""L\'Oreal Paris Infallible Ultra Matte Liquid Les Macarons Lipstick""', ""'Kay Beauty Creme Blush'""]","[""'Kay Beauty Matte Compact'""]",0.1951219512195122,1.0,1.9523809523809523
21,21,"[""'Kay Beauty Creme Blush'"", ""'Lakme 9to5 Primer + Matte Liquid Lip Color'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
22,22,"[""'Kay Beauty Creme Blush'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
23,23,"[""'Kay Beauty Creme Blush'"", ""'Nykaa SKINgenius Skin Perfecting & Hydrating Matte Powder Compact - Rose Beige 02'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
24,24,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,2.0500000000000003
25,25,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,2.0500000000000003
26,26,"[""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
27,27,"[""'Lakme 9to5 Primer + Matte Liquid Lip Color'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
28,28,"[""'Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
29,29,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,2.0500000000000003
30,30,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Lakme 9to5 Primer + Matte Liquid Lip Color'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
31,31,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.2195121951219512,1.0,2.0500000000000003
32,32,"[""'Lakme Absolute Plush Matte Lip Crayon'"", ""'Kay Beauty Hd Liquid Concealer'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,2.0500000000000003
33,33,"[""'Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow'"", ""'Kay Beauty Hd Liquid Concealer'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.2195121951219512,1.0,2.0500000000000003
34,34,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
35,35,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Nykaa SKINgenius Skin Perfecting & Hydrating Matte Powder Compact - Rose Beige 02'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.2195121951219512,1.0,2.0500000000000003
36,36,"[""'Kay Beauty Matte Drama Long Stay Lipstick'"", ""'Kay Beauty Eyeshadow Palette'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
37,37,"[""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'""]",0.2439024390243902,1.0,1.9523809523809523
38,38,"[""'Lakme 9 To 5 Matte Moist Mattifying Moisturiser'"", ""'Kay Beauty Eyeshadow Palette'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
39,39,"[""'Kay Beauty Matte Compact'"", ""'Lakme 9to5 Primer + Matte Liquid Lip Color'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,2.0500000000000003
40,40,"[""'Kay Beauty Matte Compact'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.2682926829268293,1.0,2.0500000000000003
41,41,"[""'Kay Beauty Matte Compact'"", ""'Lakme Absolute Plush Matte Lip Crayon'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,2.0500000000000003
42,42,"[""'Kay Beauty Matte Compact'"", ""'Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,2.0500000000000003
43,43,"[""'Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow'"", ""'Lakme 9to5 Primer + Matte Liquid Lip Color'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
44,44,"[""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Lakme Kajal - Black'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
45,45,"[""'Nykaa Get Winged! Sketch Eyeliner Pen - Black Swan 01'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
46,46,"[""'Nykaa Get Winged! Sketch Eyeliner Pen - Black Swan 01'"", ""'Lakme Kajal - Black'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
47,47,"[""'Lakme 9to5 Primer + Matte Liquid Lip Color'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Hd Liquid Concealer'""]",0.1707317073170731,1.0,2.9285714285714284
48,48,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Lakme 9to5 Primer + Matte Liquid Lip Color'""]","[""'Kay Beauty Gel Eye Pencil'""]",0.1707317073170731,1.0,4.1000000000000005
49,49,"[""'Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Hd Liquid Concealer'""]",0.1707317073170731,1.0,2.9285714285714284
50,50,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo'""]","[""'Kay Beauty Gel Eye Pencil'""]",0.1707317073170731,1.0,4.1000000000000005
51,51,"[""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
52,52,"[""'Kay Beauty HD Translucent Loose Powder - White'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Hd Liquid Concealer'""]",0.1707317073170731,1.0,2.9285714285714284
53,53,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'""]",0.1951219512195122,1.0,1.9523809523809523
54,54,"[""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'"", ""'Lakme Kajal - Black'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
55,55,"[""'Lakme Absolute Plush Matte Lip Crayon'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]",0.1707317073170731,1.0,2.2777777777777777
56,56,"[""'Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]",0.1707317073170731,1.0,2.2777777777777777
57,57,"[""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'"", ""'Nykaa SKINgenius Skin Perfecting & Hydrating Matte Powder Compact - Rose Beige 02'""]","[""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]",0.1707317073170731,1.0,2.2777777777777777
58,58,"[""'Kay Beauty Colour Correcting Primer'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Hd Liquid Concealer'""]",0.1951219512195122,1.0,2.9285714285714284
59,59,"[""'Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow'"", ""'Kay Beauty Colour Correcting Primer'"", ""'Kay Beauty Hd Liquid Concealer'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,2.0500000000000003
60,60,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Colour Correcting Primer'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
61,61,"[""'Kay Beauty Colour Correcting Primer'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
62,62,"[""'Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow'"", ""'Kay Beauty Colour Correcting Primer'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
63,63,"[""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Colour Correcting Primer'"", ""'Kay Beauty Eyeshadow Palette'""]","[""'Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow'""]",0.1707317073170731,1.0,2.2777777777777777
64,64,"[""'Kay Beauty Colour Correcting Primer'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]","[""'Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.7333333333333334
65,65,"[""'Kay Beauty Colour Corrector Stick'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Eyeshadow Palette'""]","[""'Kay Beauty Illuminating Highlighter'""]",0.1707317073170731,1.0,2.2777777777777777
66,66,"[""'Kay Beauty Colour Corrector Stick'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Hd Liquid Concealer'""]",0.1707317073170731,1.0,2.9285714285714284
67,67,"[""'Kay Beauty Colour Corrector Stick'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
68,68,"[""'Kay Beauty Colour Corrector Stick'"", ""'Kay Beauty Hd Liquid Concealer'""]","[""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Illuminating Highlighter'""]",0.1707317073170731,1.0,3.416666666666667
69,69,"[""'Kay Beauty Colour Corrector Stick'"", ""'Kay Beauty Matte Compact'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
70,70,"[""'Kay Beauty Colour Corrector Stick'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
71,71,"[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Hd Liquid Concealer'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
72,72,"[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Hd Liquid Concealer'""]","[""'Kay Beauty Gel Eye Pencil'""]",0.1707317073170731,1.0,4.1000000000000005
73,73,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Creme Blush'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,2.0500000000000003
74,74,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Creme Blush'""]",0.1951219512195122,1.0,2.5625
75,75,"[""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Creme Blush'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Matte Compact'""]",0.1951219512195122,1.0,1.9523809523809523
76,76,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,4.555555555555555
77,77,"[""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Creme Blush'""]",0.1707317073170731,1.0,2.5625
78,78,"[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
79,79,"[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Gel Eye Pencil'""]",0.1707317073170731,1.0,4.1000000000000005
80,80,"[""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,4.555555555555555
81,81,"[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Hd Liquid Concealer'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
82,82,"[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
83,83,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Creme Blush'"", ""'Lakme 9to5 Primer + Matte Liquid Lip Color'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
84,84,"[""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Creme Blush'"", ""'Lakme 9to5 Primer + Matte Liquid Lip Color'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
85,85,"[""'Kay Beauty Creme Blush'"", ""'Lakme 9to5 Primer + Matte Liquid Lip Color'""]","[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.4117647058823533
86,86,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Creme Blush'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
87,87,"[""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Creme Blush'"", ""'Kay Beauty Eyeshadow Palette'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
88,88,"[""'Kay Beauty Creme Blush'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]","[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.4117647058823533
89,89,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Creme Blush'""]",0.1707317073170731,1.0,2.5625
90,90,"[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Hd Liquid Concealer'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
91,91,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Creme Blush'""]",0.1707317073170731,1.0,2.5625
92,92,"[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
93,93,"[""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Creme Blush'""]",0.1707317073170731,1.0,3.416666666666667
94,94,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
95,95,"[""'Kay Beauty Eyeshadow Palette'"", ""'Lakme 9to5 Primer + Matte Liquid Lip Color'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Hd Liquid Concealer'""]",0.1707317073170731,1.0,2.9285714285714284
96,96,"[""'Lakme 9to5 Primer + Matte Liquid Lip Color'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
97,97,"[""'Lakme 9to5 Primer + Matte Liquid Lip Color'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Eyeshadow Palette'""]","[""'Kay Beauty Gel Eye Pencil'""]",0.1707317073170731,1.0,4.1000000000000005
98,98,"[""'Lakme 9to5 Primer + Matte Liquid Lip Color'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,3.1538461538461537
99,99,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Lakme 9to5 Primer + Matte Liquid Lip Color'""]","[""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Gel Eye Pencil'""]",0.1707317073170731,1.0,4.555555555555555
100,100,"[""'Kay Beauty Eyeshadow Palette'"", ""'Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Hd Liquid Concealer'""]",0.1707317073170731,1.0,2.9285714285714284
101,101,"[""'Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
102,102,"[""'Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Eyeshadow Palette'""]","[""'Kay Beauty Gel Eye Pencil'""]",0.1707317073170731,1.0,4.1000000000000005
103,103,"[""'Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,3.1538461538461537
104,104,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo'""]","[""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Gel Eye Pencil'""]",0.1707317073170731,1.0,4.555555555555555
105,105,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
106,106,"[""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
107,107,"[""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.4117647058823533
108,108,"[""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Illuminating Highlighter'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Hd Liquid Concealer'""]",0.1707317073170731,1.0,2.9285714285714284
109,109,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Illuminating Highlighter'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
110,110,"[""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Hd Liquid Concealer'""]",0.1951219512195122,1.0,2.9285714285714284
111,111,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,2.0500000000000003
112,112,"[""'Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,2.0500000000000003
113,113,"[""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Illuminating Highlighter'"", ""'Nykaa SKINgenius Skin Perfecting & Hydrating Matte Powder Compact - Rose Beige 02'""]","[""'Kay Beauty Hd Liquid Concealer'""]",0.1951219512195122,1.0,2.9285714285714284
