,antecedents,consequents,support,confidence,lift
"0,""('Herbal Essences Bio:Renew Strength Whipped Cocoa Butter Conditioner',)"",""('Herbal Essences Strawberry & Mint Shampoo - For Cleansing & Volume - Paraben Free',)"",0.17073170731707318,1.0,3.1538461538461537"
"1,""('Herbal Essences Aloe & Bamboo Shampoo + Conditioner For Soft Smooth Hair, No Sulphates & Paraben', 'Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo')"",""('Herbal Essences Argan Oil Shampoo & Conditioner For Frizz - No Parabens, No Colourants',)"",0.17073170731707318,1.0,2.7333333333333334"
"2,""('Herbal Essences Aloe & Bamboo Shampoo + Conditioner For Soft Smooth Hair, No Sulphates & Paraben', 'Herbal Essences Argan Oil Shampoo & Conditioner For Frizz - No Parabens, No Colourants')"",""('Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo',)"",0.17073170731707318,1.0,2.7333333333333334"
"3,""('Herbal Essences Coconut Milk Shampoo & Conditioner For Hydration & Softness - No Parabens, No Colourants', 'Herbal Essences Strawberry Shampoo & Conditioner For Volume - No Parabens, No Colourants')"",""('Herbal Essences Argan Oil Shampoo & Conditioner For Frizz - No Parabens, No Colourants',)"",0.17073170731707318,1.0,2.7333333333333334"
"4,""('Herbal Essences Argan Oil Shampoo & Conditioner For Frizz - No Parabens, No Colourants', 'Herbal Essences Strawberry Shampoo & Conditioner For Volume - No Parabens, No Colourants')"",""('Herbal Essences Coconut Milk Shampoo & Conditioner For Hydration & Softness - No Parabens, No Colourants',)"",0.17073170731707318,1.0,4.555555555555555"
"5,""('Kay Beauty Colour Correcting Primer', 'Kay Beauty Gel Eye Pencil')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"6,""('Kay Beauty Colour Correcting Primer', 'Lakme Absolute Kohl Ultimate The Gelato Collection')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"7,""('Kay Beauty Colour Correcting Primer', 'Lakme Absolute Kohl Ultimate The Gelato Collection')"",""('Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow',)"",0.17073170731707318,1.0,2.2777777777777777"
"8,""('Kay Beauty Colour Corrector Stick', 'Kay Beauty Hd Liquid Concealer')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"9,""('Kay Beauty Colour Corrector Stick', 'Kay Beauty Matte Compact')"",""('Kay Beauty Eyeshadow Palette',)"",0.1951219512195122,1.0,2.0500000000000003"
"10,""('Kay Beauty Colour Corrector Stick', 'Kay Beauty Hd Liquid Concealer')"",""('Kay Beauty Illuminating Highlighter',)"",0.17073170731707318,1.0,2.2777777777777777"
"11,""('Kay Beauty Colour Corrector Stick', 'Nykaa SKINgenius Skin Perfecting & Hydrating Matte Powder Compact - Rose Beige 02')"",""('Kay Beauty Illuminating Highlighter',)"",0.1951219512195122,1.0,2.2777777777777777"
"12,""('Kay Beauty Creme Blush', 'Kay Beauty Eyeshadow Palette')"",""('Kay Beauty Matte Compact',)"",0.21951219512195122,1.0,1.9523809523809523"
"13,""('Kay Beauty Creme Blush', 'Lakme 9to5 Primer + Matte Liquid Lip Color')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"14,""('Kay Beauty Creme Blush', 'Lakme Absolute Kohl Ultimate The Gelato Collection')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"15,""('Kay Beauty Matte Compact', 'Kay Beauty Gel Eye Pencil')"",""('Kay Beauty Creme Blush',)"",0.1951219512195122,1.0,2.5625"
"16,""('Kay Beauty Gel Eye Pencil', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Creme Blush',)"",0.17073170731707318,1.0,2.5625"
"17,""('Kay Beauty Creme Blush', 'Kay Beauty Hd Liquid Concealer')"",""('Kay Beauty Matte Compact',)"",0.1951219512195122,1.0,1.9523809523809523"
"18,""(""""L'Oreal Paris Infallible Pro-Spray & Set Makeup Extender"""", 'Kay Beauty Creme Blush')"",""('Kay Beauty Matte Compact',)"",0.17073170731707318,1.0,1.9523809523809523"
"19,""('Kay Beauty Matte Compact', """"L'Oreal Paris Infallible Ultra Matte Liquid Les Macarons Lipstick"""")"",""('Kay Beauty Creme Blush',)"",0.1951219512195122,1.0,2.5625"
"20,""(""""L'Oreal Paris Infallible Ultra Matte Liquid Les Macarons Lipstick"""", 'Kay Beauty Creme Blush')"",""('Kay Beauty Matte Compact',)"",0.1951219512195122,1.0,1.9523809523809523"
"21,""('Kay Beauty Creme Blush', 'Lakme 9to5 Primer + Matte Liquid Lip Color')"",""('Kay Beauty Matte Compact',)"",0.17073170731707318,1.0,1.9523809523809523"
"22,""('Kay Beauty Creme Blush', 'Lakme Absolute Kohl Ultimate The Gelato Collection')"",""('Kay Beauty Matte Compact',)"",0.17073170731707318,1.0,1.9523809523809523"
"23,""('Kay Beauty Creme Blush', 'Nykaa SKINgenius Skin Perfecting & Hydrating Matte Powder Compact - Rose Beige 02')"",""('Kay Beauty Matte Compact',)"",0.17073170731707318,1.0,1.9523809523809523"
"24,""('Kay Beauty Hd Liquid Concealer', 'Kay Beauty Gel Eye Pencil')"",""('Kay Beauty Eyeshadow Palette',)"",0.1951219512195122,1.0,2.0500000000000003"
"25,""('Kay Beauty Matte Compact', 'Kay Beauty Gel Eye Pencil')"",""('Kay Beauty Eyeshadow Palette',)"",0.1951219512195122,1.0,2.0500000000000003"
"26,""('Kay Beauty Gel Eye Pencil', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"27,""('Lakme 9to5 Primer + Matte Liquid Lip Color', 'Kay Beauty Gel Eye Pencil')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"28,""('Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo', 'Kay Beauty Gel Eye Pencil')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"29,""('Kay Beauty Hd Liquid Concealer', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Eyeshadow Palette',)"",0.1951219512195122,1.0,2.0500000000000003"
"30,""('Kay Beauty Hd Liquid Concealer', 'Lakme 9to5 Primer + Matte Liquid Lip Color')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"31,""('Kay Beauty Hd Liquid Concealer', 'Lakme Absolute Kohl Ultimate The Gelato Collection')"",""('Kay Beauty Eyeshadow Palette',)"",0.21951219512195122,1.0,2.0500000000000003"
"32,""('Lakme Absolute Plush Matte Lip Crayon', 'Kay Beauty Hd Liquid Concealer')"",""('Kay Beauty Eyeshadow Palette',)"",0.1951219512195122,1.0,2.0500000000000003"
"33,""('Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow', 'Kay Beauty Hd Liquid Concealer')"",""('Kay Beauty Eyeshadow Palette',)"",0.21951219512195122,1.0,2.0500000000000003"
"34,""('Kay Beauty Hd Liquid Concealer', 'Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"35,""('Kay Beauty Hd Liquid Concealer', 'Nykaa SKINgenius Skin Perfecting & Hydrating Matte Powder Compact - Rose Beige 02')"",""('Kay Beauty Eyeshadow Palette',)"",0.21951219512195122,1.0,2.0500000000000003"
"36,""('Kay Beauty Matte Drama Long Stay Lipstick', 'Kay Beauty Eyeshadow Palette')"",""('Kay Beauty Matte Compact',)"",0.17073170731707318,1.0,1.9523809523809523"
"37,""('Kay Beauty Eyeshadow Palette', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact',)"",0.24390243902439024,1.0,1.9523809523809523"
"38,""('Lakme 9 To 5 Matte Moist Mattifying Moisturiser', 'Kay Beauty Eyeshadow Palette')"",""('Kay Beauty Matte Compact',)"",0.17073170731707318,1.0,1.9523809523809523"
"39,""('Kay Beauty Matte Compact', 'Lakme 9to5 Primer + Matte Liquid Lip Color')"",""('Kay Beauty Eyeshadow Palette',)"",0.1951219512195122,1.0,2.0500000000000003"
"40,""('Kay Beauty Matte Compact', 'Lakme Absolute Kohl Ultimate The Gelato Collection')"",""('Kay Beauty Eyeshadow Palette',)"",0.2682926829268293,1.0,2.0500000000000003"
"41,""('Kay Beauty Matte Compact', 'Lakme Absolute Plush Matte Lip Crayon')"",""('Kay Beauty Eyeshadow Palette',)"",0.1951219512195122,1.0,2.0500000000000003"
"42,""('Kay Beauty Matte Compact', 'Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo')"",""('Kay Beauty Eyeshadow Palette',)"",0.1951219512195122,1.0,2.0500000000000003"
"43,""('Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow', 'Lakme 9to5 Primer + Matte Liquid Lip Color')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"44,""('Lakme Absolute Kohl Ultimate The Gelato Collection', 'Lakme Kajal - Black')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"45,""('Nykaa Get Winged! Sketch Eyeliner Pen - Black Swan 01', 'Lakme Absolute Kohl Ultimate The Gelato Collection')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"46,""('Nykaa Get Winged! Sketch Eyeliner Pen - Black Swan 01', 'Lakme Kajal - Black')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"47,""('Lakme 9to5 Primer + Matte Liquid Lip Color', 'Kay Beauty Gel Eye Pencil')"",""('Kay Beauty Hd Liquid Concealer',)"",0.17073170731707318,1.0,2.9285714285714284"
"48,""('Kay Beauty Hd Liquid Concealer', 'Lakme 9to5 Primer + Matte Liquid Lip Color')"",""('Kay Beauty Gel Eye Pencil',)"",0.17073170731707318,1.0,4.1000000000000005"
"49,""('Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo', 'Kay Beauty Gel Eye Pencil')"",""('Kay Beauty Hd Liquid Concealer',)"",0.17073170731707318,1.0,2.9285714285714284"
"50,""('Kay Beauty Hd Liquid Concealer', 'Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo & Conditioner- Anti-Dandruff Combo')"",""('Kay Beauty Gel Eye Pencil',)"",0.17073170731707318,1.0,4.1000000000000005"
"51,""('Kay Beauty Gel Eye Pencil', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact',)"",0.17073170731707318,1.0,1.9523809523809523"
"52,""('Kay Beauty HD Translucent Loose Powder - White', 'Kay Beauty Illuminating Highlighter')"",""('Kay Beauty Hd Liquid Concealer',)"",0.17073170731707318,1.0,2.9285714285714284"
"53,""('Kay Beauty Hd Liquid Concealer', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact',)"",0.1951219512195122,1.0,1.9523809523809523"
"54,""('Kay Beauty Ultra Black Volume & Length Mascara - Midnight', 'Lakme Kajal - Black')"",""('Kay Beauty Matte Compact',)"",0.17073170731707318,1.0,1.9523809523809523"
"55,""('Lakme Absolute Plush Matte Lip Crayon', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Lakme Absolute Kohl Ultimate The Gelato Collection',)"",0.17073170731707318,1.0,2.2777777777777777"
"56,""('Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Lakme Absolute Kohl Ultimate The Gelato Collection',)"",0.17073170731707318,1.0,2.2777777777777777"
"57,""('Kay Beauty Ultra Black Volume & Length Mascara - Midnight', 'Nykaa SKINgenius Skin Perfecting & Hydrating Matte Powder Compact - Rose Beige 02')"",""('Lakme Absolute Kohl Ultimate The Gelato Collection',)"",0.17073170731707318,1.0,2.2777777777777777"
"111,""('Kay Beauty Hd Liquid Concealer', 'Lakme Absolute Kohl Ultimate The Gelato Collection', 'Kay Beauty Illuminating Highlighter')"",""('Kay Beauty Eyeshadow Palette',)"",0.1951219512195122,1.0,2.0500000000000003"
"112,""('Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow', 'Kay Beauty Hd Liquid Concealer', 'Kay Beauty Illuminating Highlighter')"",""('Kay Beauty Eyeshadow Palette',)"",0.1951219512195122,1.0,2.0500000000000003"
"113,""('Kay Beauty Eyeshadow Palette', 'Kay Beauty Illuminating Highlighter', 'Nykaa SKINgenius Skin Perfecting & Hydrating Matte Powder Compact - Rose Beige 02')"",""('Kay Beauty Hd Liquid Concealer',)"",0.1951219512195122,1.0,2.9285714285714284"
"114,""('Kay Beauty Hd Liquid Concealer', 'Kay Beauty Illuminating Highlighter', 'Nykaa SKINgenius Skin Perfecting & Hydrating Matte Powder Compact - Rose Beige 02')"",""('Kay Beauty Eyeshadow Palette',)"",0.1951219512195122,1.0,2.0500000000000003"
"115,""('Kay Beauty Matte Compact', 'Kay Beauty Hd Liquid Concealer', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Eyeshadow Palette',)"",0.1951219512195122,1.0,2.0500000000000003"
"116,""('Kay Beauty Hd Liquid Concealer', 'Kay Beauty Eyeshadow Palette', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact',)"",0.1951219512195122,1.0,1.9523809523809523"
"117,""('Kay Beauty Hd Liquid Concealer', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact', 'Kay Beauty Eyeshadow Palette')"",0.1951219512195122,1.0,2.4117647058823533"
"118,""('Kay Beauty Matte Compact', 'Kay Beauty Hd Liquid Concealer', 'Lakme Absolute Kohl Ultimate The Gelato Collection')"",""('Kay Beauty Eyeshadow Palette',)"",0.1951219512195122,1.0,2.0500000000000003"
"119,""('Kay Beauty Matte Compact', 'Lakme Absolute Plush Matte Lip Crayon', 'Kay Beauty Hd Liquid Concealer')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"120,""('Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow', 'Kay Beauty Matte Compact', 'Kay Beauty Hd Liquid Concealer')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"121,""('Kay Beauty Matte Compact', 'Kay Beauty Hd Liquid Concealer', 'Nykaa SKINgenius Skin Perfecting & Hydrating Matte Powder Compact - Rose Beige 02')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"122,""('Kay Beauty Hd Liquid Concealer', 'Lakme Absolute Kohl Ultimate The Gelato Collection', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"123,""('Lakme Absolute Plush Matte Lip Crayon', 'Lakme Absolute Kohl Ultimate The Gelato Collection', 'Kay Beauty Hd Liquid Concealer')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"124,""('Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow', 'Kay Beauty Hd Liquid Concealer', 'Lakme Absolute Kohl Ultimate The Gelato Collection')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"125,""('Kay Beauty Matte Compact', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight', 'Kay Beauty Illuminating Highlighter')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"126,""('Kay Beauty Eyeshadow Palette', 'Kay Beauty Illuminating Highlighter', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact',)"",0.17073170731707318,1.0,1.9523809523809523"
"127,""('Kay Beauty Matte Compact', 'Lakme Absolute Kohl Ultimate The Gelato Collection', 'Kay Beauty Illuminating Highlighter')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"128,""('Kay Beauty Matte Compact', 'Lakme Absolute Kohl Ultimate The Gelato Collection', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Eyeshadow Palette',)"",0.21951219512195122,1.0,2.0500000000000003"
"129,""('Lakme Absolute Kohl Ultimate The Gelato Collection', 'Kay Beauty Eyeshadow Palette', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact',)"",0.21951219512195122,1.0,1.9523809523809523"
"130,""('Kay Beauty Matte Compact', 'Lakme Absolute Plush Matte Lip Crayon', 'Lakme Absolute Kohl Ultimate The Gelato Collection')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"131,""('Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow', 'Kay Beauty Matte Compact', 'Lakme Absolute Kohl Ultimate The Gelato Collection')"",""('Kay Beauty Eyeshadow Palette',)"",0.1951219512195122,1.0,2.0500000000000003"
"132,""('Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow', 'Kay Beauty Matte Compact', 'Lakme Kajal - Black')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"133,""('Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow', 'Lakme Absolute Plush Matte Lip Crayon', 'Kay Beauty Eyeshadow Palette')"",""('Lakme Absolute Kohl Ultimate The Gelato Collection',)"",0.17073170731707318,1.0,2.2777777777777777"
"134,""('Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow', 'Lakme Absolute Plush Matte Lip Crayon', 'Lakme Absolute Kohl Ultimate The Gelato Collection')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"135,""('Kay Beauty Matte Compact', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight', 'Kay Beauty Illuminating Highlighter')"",""('Kay Beauty Hd Liquid Concealer',)"",0.17073170731707318,1.0,2.9285714285714284"
"136,""('Kay Beauty Hd Liquid Concealer', 'Kay Beauty Illuminating Highlighter', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact',)"",0.17073170731707318,1.0,1.9523809523809523"
"137,""('Kay Beauty Matte Compact', 'Lakme Absolute Kohl Ultimate The Gelato Collection', 'Kay Beauty Illuminating Highlighter')"",""('Kay Beauty Hd Liquid Concealer',)"",0.17073170731707318,1.0,2.9285714285714284"
"138,""('Kay Beauty Hd Liquid Concealer', 'Lakme Absolute Kohl Ultimate The Gelato Collection', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact',)"",0.17073170731707318,1.0,1.9523809523809523"
"139,""('Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow', 'Kay Beauty Colour Correcting Primer', 'Kay Beauty Eyeshadow Palette', 'Kay Beauty Illuminating Highlighter')"",""('Kay Beauty Hd Liquid Concealer',)"",0.17073170731707318,1.0,2.9285714285714284"
"140,""('Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow', 'Kay Beauty Colour Correcting Primer', 'Kay Beauty Hd Liquid Concealer', 'Kay Beauty Illuminating Highlighter')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"141,""('Kay Beauty Eyeshadow Palette', 'Kay Beauty Hd Liquid Concealer', 'Kay Beauty Gel Eye Pencil', 'Kay Beauty Matte Compact')"",""('Kay Beauty Creme Blush',)"",0.17073170731707318,1.0,2.5625"
"142,""('Kay Beauty Creme Blush', 'Kay Beauty Eyeshadow Palette', 'Kay Beauty Hd Liquid Concealer', 'Kay Beauty Gel Eye Pencil')"",""('Kay Beauty Matte Compact',)"",0.17073170731707318,1.0,1.9523809523809523"
"143,""('Kay Beauty Creme Blush', 'Kay Beauty Matte Compact', 'Kay Beauty Hd Liquid Concealer', 'Kay Beauty Gel Eye Pencil')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"144,""('Kay Beauty Creme Blush', 'Kay Beauty Matte Compact', 'Kay Beauty Hd Liquid Concealer', 'Kay Beauty Eyeshadow Palette')"",""('Kay Beauty Gel Eye Pencil',)"",0.17073170731707318,1.0,4.1000000000000005"
"145,""('Kay Beauty Matte Compact', 'Kay Beauty Hd Liquid Concealer', 'Kay Beauty Gel Eye Pencil')"",""('Kay Beauty Creme Blush', 'Kay Beauty Eyeshadow Palette')"",0.17073170731707318,1.0,4.555555555555555"
"146,""('Kay Beauty Creme Blush', 'Kay Beauty Hd Liquid Concealer', 'Kay Beauty Gel Eye Pencil')"",""('Kay Beauty Matte Compact', 'Kay Beauty Eyeshadow Palette')"",0.17073170731707318,1.0,2.4117647058823533"
"147,""('Kay Beauty Creme Blush', 'Kay Beauty Hd Liquid Concealer', 'Kay Beauty Eyeshadow Palette')"",""('Kay Beauty Matte Compact', 'Kay Beauty Gel Eye Pencil')"",0.17073170731707318,1.0,5.125"
"148,""('Kay Beauty Eyeshadow Palette', 'Kay Beauty Matte Compact', 'Kay Beauty Gel Eye Pencil', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Creme Blush',)"",0.17073170731707318,1.0,2.5625"
"149,""('Kay Beauty Eyeshadow Palette', 'Kay Beauty Creme Blush', 'Kay Beauty Gel Eye Pencil', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact',)"",0.17073170731707318,1.0,1.9523809523809523"
"150,""('Kay Beauty Matte Compact', 'Kay Beauty Creme Blush', 'Kay Beauty Gel Eye Pencil', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"151,""('Kay Beauty Matte Compact', 'Kay Beauty Creme Blush', 'Kay Beauty Eyeshadow Palette', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Gel Eye Pencil',)"",0.17073170731707318,1.0,4.1000000000000005"
"152,""('Kay Beauty Eyeshadow Palette', 'Kay Beauty Gel Eye Pencil', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact', 'Kay Beauty Creme Blush')"",0.17073170731707318,1.0,3.416666666666667"
"153,""('Kay Beauty Matte Compact', 'Kay Beauty Gel Eye Pencil', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Creme Blush', 'Kay Beauty Eyeshadow Palette')"",0.17073170731707318,1.0,4.555555555555555"
"154,""('Kay Beauty Creme Blush', 'Kay Beauty Gel Eye Pencil', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact', 'Kay Beauty Eyeshadow Palette')"",0.17073170731707318,1.0,2.4117647058823533"
"155,""('Kay Beauty Creme Blush', 'Kay Beauty Eyeshadow Palette', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact', 'Kay Beauty Gel Eye Pencil')"",0.17073170731707318,1.0,5.125"
"156,""('Kay Beauty Gel Eye Pencil', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact', 'Kay Beauty Creme Blush', 'Kay Beauty Eyeshadow Palette')"",0.17073170731707318,1.0,4.555555555555555"
"157,""('Kay Beauty Hd Liquid Concealer', 'Kay Beauty Eyeshadow Palette', 'Kay Beauty Illuminating Highlighter', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact',)"",0.17073170731707318,1.0,1.9523809523809523"
"158,""('Kay Beauty Matte Compact', 'Kay Beauty Eyeshadow Palette', 'Kay Beauty Illuminating Highlighter', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Hd Liquid Concealer',)"",0.17073170731707318,1.0,2.9285714285714284"
"159,""('Kay Beauty Matte Compact', 'Kay Beauty Hd Liquid Concealer', 'Kay Beauty Illuminating Highlighter', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"160,""('Kay Beauty Eyeshadow Palette', 'Kay Beauty Illuminating Highlighter', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact', 'Kay Beauty Hd Liquid Concealer')"",0.17073170731707318,1.0,3.416666666666667"
"161,""('Kay Beauty Hd Liquid Concealer', 'Kay Beauty Illuminating Highlighter', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact', 'Kay Beauty Eyeshadow Palette')"",0.17073170731707318,1.0,2.4117647058823533"
"162,""('Kay Beauty Matte Compact', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight', 'Kay Beauty Illuminating Highlighter')"",""('Kay Beauty Hd Liquid Concealer', 'Kay Beauty Eyeshadow Palette')"",0.17073170731707318,1.0,3.1538461538461537"
"163,""('Kay Beauty Matte Compact', 'Lakme Absolute Kohl Ultimate The Gelato Collection', 'Kay Beauty Eyeshadow Palette', 'Kay Beauty Illuminating Highlighter')"",""('Kay Beauty Hd Liquid Concealer',)"",0.17073170731707318,1.0,2.9285714285714284"
"164,""('Kay Beauty Matte Compact', 'Kay Beauty Hd Liquid Concealer', 'Lakme Absolute Kohl Ultimate The Gelato Collection', 'Kay Beauty Illuminating Highlighter')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"165,""('Kay Beauty Matte Compact', 'Lakme Absolute Kohl Ultimate The Gelato Collection', 'Kay Beauty Illuminating Highlighter')"",""('Kay Beauty Hd Liquid Concealer', 'Kay Beauty Eyeshadow Palette')"",0.17073170731707318,1.0,3.1538461538461537"
"166,""('Lakme Absolute Kohl Ultimate The Gelato Collection', 'Kay Beauty Hd Liquid Concealer', 'Kay Beauty Eyeshadow Palette', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact',)"",0.17073170731707318,1.0,1.9523809523809523"
"167,""('Kay Beauty Matte Compact', 'Kay Beauty Hd Liquid Concealer', 'Lakme Absolute Kohl Ultimate The Gelato Collection', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Eyeshadow Palette',)"",0.17073170731707318,1.0,2.0500000000000003"
"168,""('Kay Beauty Hd Liquid Concealer', 'Lakme Absolute Kohl Ultimate The Gelato Collection', 'Kay Beauty Ultra Black Volume & Length Mascara - Midnight')"",""('Kay Beauty Matte Compact', 'Kay Beauty Eyeshadow Palette')"",0.17073170731707318,1.0,2.4117647058823533"
